,fiscal_year,year,parent_id,classification_description,Sequence_Level_Number,current_fiscal_year_to_date_gross_outlays_amount,parent_cls_desc,parent_class_helper,subclass_helper
4235,2020,2020,43669041.0,Federal Student Loan Reserve Fund,3,3099114.25,Department of Education:,,166.0
4236,2020,2020,43669041.0,Federal Direct Student Loans,3,113305272320.0,Department of Education:,,166.0
4237,2020,2020,43669041.0,Federal Family Education Loans,3,16413392896.0,Department of Education:,,166.0
4238,2020,2020,43669041.0,Other,3,64265396.0,Department of Education:,,166.0
4239,2020,2020,43669041.0,Total--Office of Federal Student Aid,3,160917094400.0,Department of Education:,,166.0
4240,2020,2020,43669003.0,Institute of Education Sciences,2,576466496.0,Department of Education:,,166.0
4241,2020,2020,43669003.0,Departmental Management,2,577034112.0,Department of Education:,,166.0
4242,2020,2020,43669003.0,Other,2,278937152.0,Department of Education:,,166.0
4243,2020,2020,43669003.0,Proprietary Receipts from the Public,2,,Department of Education:,,166.0
4244,2020,2020,43669003.0,Intrabudgetary Transactions,2,-66246.53125,Department of Education:,,166.0
4245,2020,2020,43669003.0,Total--Department of Education,2,218085883904.0,Department of Education:,,166.0
4246,2020,2020,,Department of Energy:,1,,Department of Energy:,167.0,0.0
4247,2020,2020,43669069.0,National Nuclear Security Administration:,2,,Department of Energy:,,167.0
4248,2020,2020,43669071.0,Naval Reactors,3,1482332928.0,Department of Energy:,,167.0
4249,2020,2020,43669071.0,Weapons Activities,3,11484061696.0,Department of Energy:,,167.0
4250,2020,2020,43669071.0,Defense Nuclear Nonproliferation,3,2047988480.0,Department of Energy:,,167.0
4251,2020,2020,43669071.0,Other,3,423508544.0,Department of Energy:,,167.0
4252,2020,2020,43669069.0,Environmental and Other Defense Activities:,2,,Department of Energy:,,167.0
4253,2020,2020,43669081.0,Defense Environmental Cleanup,3,5980395520.0,Department of Energy:,,167.0
4254,2020,2020,43669081.0,Other Defense Activities,3,918753600.0,Department of Energy:,,167.0
4255,2020,2020,43669081.0,Defense Nuclear Waste Disposal,3,1890048.625,Department of Energy:,,167.0
4256,2020,2020,43669069.0,Energy Programs:,2,,Department of Energy:,,167.0
4257,2020,2020,43669091.0,Science,3,6056848896.0,Department of Energy:,,167.0
4258,2020,2020,43669091.0,Energy Supply,3,1858017152.0,Department of Energy:,,167.0
4259,2020,2020,43669091.0,Energy Efficiency and Renewable Energy,3,2038729088.0,Department of Energy:,,167.0
4260,2020,2020,43669091.0,Fossil Energy Research and Development,3,673589184.0,Department of Energy:,,167.0
4261,2020,2020,43669091.0,Uranium Enrichment Decontamination and Decommissioning Fund,3,856964032.0,Department of Energy:,,167.0
4262,2020,2020,43669091.0,Advanced Technology Vehicles Manufacturing Loan Program,3,4338880.0,Department of Energy:,,167.0
4263,2020,2020,43669091.0,Title 17 Innovative Technology Loan Guarantee Program,3,141174848.0,Department of Energy:,,167.0
4264,2020,2020,43669091.0,Other,3,892769216.0,Department of Energy:,,167.0
4265,2020,2020,43669091.0,Total--Energy Programs,3,12522431488.0,Department of Energy:,,167.0
4266,2020,2020,43669069.0,Power Marketing Administration,2,3972579072.0,Department of Energy:,,167.0
4267,2020,2020,43669069.0,Departmental Administration,2,198540752.0,Department of Energy:,,167.0
4268,2020,2020,43669069.0,Proprietary Receipts from the Public,2,,Department of Energy:,,167.0
4269,2020,2020,43669069.0,Intrabudgetary Transactions,2,-1609298432.0,Department of Energy:,,167.0
4270,2020,2020,43669069.0,Offsetting Governmental Receipts,2,,Department of Energy:,,167.0
4271,2020,2020,43669069.0,Total--Department of Energy,2,37423181824.0,Department of Energy:,,167.0
4272,2020,2020,,Department of Health and Human Services:,1,,Department of Health and Human Services:,168.0,0.0
4273,2020,2020,43669123.0,Food and Drug Administration,2,2973118720.0,Department of Health and Human Services:,,168.0
4274,2020,2020,43669123.0,Health Resources and Services Administration,2,12110540800.0,Department of Health and Human Services:,,168.0
4275,2020,2020,43669123.0,Indian Health Service,2,6184370688.0,Department of Health and Human Services:,,168.0
4276,2020,2020,43669123.0,Centers for Disease Control and Prevention,2,8721807360.0,Department of Health and Human Services:,,168.0
4277,2020,2020,43669123.0,National Institutes of Health,2,36387336192.0,Department of Health and Human Services:,,168.0
4278,2020,2020,43669123.0,Substance Abuse and Mental Health Services Administration,2,5206744064.0,Department of Health and Human Services:,,168.0
4279,2020,2020,43669123.0,Agency for Healthcare Research and Quality,2,333266112.0,Department of Health and Human Services:,,168.0
4280,2020,2020,43669123.0,Centers for Medicare and Medicaid Services:,2,,Department of Health and Human Services:,,168.0
4281,2020,2020,43669139.0,Grants to States for Medicaid,3,458468884480.0,Department of Health and Human Services:,,168.0
4282,2020,2020,43669139.0,Payments to Health Care Trust Funds,3,388521623552.0,Department of Health and Human Services:,,168.0
4283,2020,2020,43669139.0,Children's Health Insurance Fund,3,16879465472.0,Department of Health and Human Services:,,168.0
4284,2020,2020,43669139.0,State Grants and Demonstrations,3,332758688.0,Department of Health and Human Services:,,168.0
4285,2020,2020,43669139.0,Federal Hospital Insurance Trust Fund:,3,,Department of Health and Human Services:,,168.0
4286,2020,2020,43669151.0,Benefit Payments,4,407121199104.0,Department of Health and Human Services:,,168.0
4287,2020,2020,43669151.0,Administrative Expenses,4,3234932224.0,Department of Health and Human Services:,,168.0
4288,2020,2020,43669151.0,Total--Federal Hospital Insurance Trust Fund,4,410356121600.0,Department of Health and Human Services:,,168.0
4289,2020,2020,43669139.0,Health Care Fraud and Abuse Control,3,2050704256.0,Department of Health and Human Services:,,168.0
4290,2020,2020,43669139.0,Federal Supplementary Medical Insurance Trust Fund:,3,,Department of Health and Human Services:,,168.0
4291,2020,2020,43669161.0,Benefit Payments,4,417242644480.0,Department of Health and Human Services:,,168.0
4292,2020,2020,43669161.0,Administrative Expenses,4,4989521920.0,Department of Health and Human Services:,,168.0
4293,2020,2020,43669161.0,Medicare Prescription Drugs:,4,,Department of Health and Human Services:,,168.0
4294,2020,2020,43669167.0,Benefit Payments,5,89645957120.0,Department of Health and Human Services:,,168.0
4295,2020,2020,43669161.0,Total--Federal Supplementary Medical Insurance Trust Fund,4,511878135808.0,Department of Health and Human Services:,,168.0
4296,2020,2020,43669139.0,Other,3,6345382912.0,Department of Health and Human Services:,,168.0
4297,2020,2020,43669139.0,Total--Centers for Medicare and Medicaid Services,3,1794833121280.0,Department of Health and Human Services:,,168.0
4298,2020,2020,43669123.0,Administration for Children and Families:,2,,Department of Health and Human Services:,,168.0
4299,2020,2020,43669179.0,Temporary Assistance for Needy Families,3,16554119168.0,Department of Health and Human Services:,,168.0
4300,2020,2020,43669179.0,Contingency Fund,3,628244544.0,Department of Health and Human Services:,,168.0
4301,2020,2020,43669179.0,Payments to States for Child Support Enforcement and Family Support Programs,3,4423412736.0,Department of Health and Human Services:,,168.0
4302,2020,2020,43669179.0,Low Income Home Energy Assistance,3,3811086592.0,Department of Health and Human Services:,,168.0
4303,2020,2020,43669179.0,Refugee and Entrant Assistance,3,1975202816.0,Department of Health and Human Services:,,168.0
4304,2020,2020,43669179.0,Child Care Entitlement to States,3,2979128064.0,Department of Health and Human Services:,,168.0
4305,2020,2020,43669179.0,Payments to States for the Child Care and Development Block Grant,3,7032435712.0,Department of Health and Human Services:,,168.0
4306,2020,2020,43669179.0,Social Services Block Grant,3,1726760448.0,Department of Health and Human Services:,,168.0
4307,2020,2020,43669179.0,Children and Families Services Programs,3,12259381248.0,Department of Health and Human Services:,,168.0
4308,2020,2020,43669179.0,Payments to States for Foster Care and Adoption Assistance,3,8836297728.0,Department of Health and Human Services:,,168.0
4309,2020,2020,43669179.0,Other,3,589507584.0,Department of Health and Human Services:,,168.0
4310,2020,2020,43669179.0,Total--Administration for Children and Families,3,60815577088.0,Department of Health and Human Services:,,168.0
4311,2020,2020,43669123.0,Administration for Community Living,2,2418467072.0,Department of Health and Human Services:,,168.0
4312,2020,2020,43669123.0,Departmental Management,2,111028224000.0,Department of Health and Human Services:,,168.0
4313,2020,2020,43669123.0,Other,2,898849984.0,Department of Health and Human Services:,,168.0
4314,2020,2020,43669123.0,Proprietary Receipts from the Public,2,,Department of Health and Human Services:,,168.0
4315,2020,2020,43669123.0,Intrabudgetary Transactions:,2,,Department of Health and Human Services:,,168.0
4316,2020,2020,43669213.0,Payments for Health Insurance for the Aged:,3,,Department of Health and Human Services:,,168.0
4317,2020,2020,43669215.0,Federal Supplementary Medical Insurance Trust Fund,4,-359465746432.0,Department of Health and Human Services:,,168.0
4318,2020,2020,43669213.0,Payments for Tax and Other Credits:,3,,Department of Health and Human Services:,,168.0
4319,2020,2020,43669219.0,Federal Hospital Insurance Trust Fund,4,-29063172096.0,Department of Health and Human Services:,,168.0
4320,2020,2020,43669213.0,Other,3,151218976.0,Department of Health and Human Services:,,168.0
4321,2020,2020,43669123.0,Total--Department of Health and Human Services,2,1653533704192.0,Department of Health and Human Services:,,168.0
4322,2020,2020,,Department of Homeland Security:,1,,Department of Homeland Security:,169.0,0.0
4323,2020,2020,43669227.0,Departmental Management and Operations,2,1727622144.0,Department of Homeland Security:,,169.0
4324,2020,2020,43669227.0,Citizenship and Immigration Services,2,4421127168.0,Department of Homeland Security:,,169.0
4325,2020,2020,43669227.0,United States Secret Service,2,2558943232.0,Department of Homeland Security:,,169.0
4326,2020,2020,43669227.0,Transportation Security Administration,2,7242184192.0,Department of Homeland Security:,,169.0
4327,2020,2020,43669227.0,Immigration and Customs Enforcement,2,8069538304.0,Department of Homeland Security:,,169.0
4328,2020,2020,43669227.0,U.S. Customs and Border Protection,2,16696471552.0,Department of Homeland Security:,,169.0
4329,2020,2020,43669227.0,United States Coast Guard,2,11503982592.0,Department of Homeland Security:,,169.0
4330,2020,2020,43669227.0,National Protection and Programs Directorate,2,1986374912.0,Department of Homeland Security:,,169.0
4331,2020,2020,43669227.0,Federal Emergency Management Agency:,2,,Department of Homeland Security:,,169.0
4332,2020,2020,43669245.0,State and Local Programs,3,160840032.0,Department of Homeland Security:,,169.0
4333,2020,2020,43669245.0,Firefighter Assistance Grants,3,111945720.0,Department of Homeland Security:,,169.0
4334,2020,2020,43669245.0,Disaster Relief,3,45952774144.0,Department of Homeland Security:,,169.0
4335,2020,2020,43669245.0,National Flood Insurance Fund,3,2011918208.0,Department of Homeland Security:,,169.0
4336,2020,2020,43669245.0,Other,3,1295592448.0,Department of Homeland Security:,,169.0
4337,2020,2020,43669245.0,Total--Federal Emergency Management Agency,3,49533067264.0,Department of Homeland Security:,,169.0
4338,2020,2020,43669227.0,Science and Technology,2,805701504.0,Department of Homeland Security:,,169.0
4339,2020,2020,43669227.0,Domestic Nuclear Detection Office,2,334240864.0,Department of Homeland Security:,,169.0
4340,2020,2020,43669227.0,Other,2,474314304.0,Department of Homeland Security:,,169.0
4341,2020,2020,43669227.0,Proprietary Receipts from the Public,2,,Department of Homeland Security:,,169.0
4342,2020,2020,43669227.0,Intrabudgetary Transactions,2,-42982892.0,Department of Homeland Security:,,169.0
4343,2020,2020,43669227.0,Offsetting Governmental Receipts,2,,Department of Homeland Security:,,169.0
4344,2020,2020,43669227.0,Total--Department of Homeland Security,2,105310584832.0,Department of Homeland Security:,,169.0
4345,2020,2020,,Department of Housing and Urban Development:,1,,Department of Housing and Urban Development:,170.0,0.0
4346,2020,2020,43669273.0,Public and Indian Housing Programs:,2,,Department of Housing and Urban Development:,,170.0
4347,2020,2020,43669275.0,Tenant Based Rental Assistance,3,24631965696.0,Department of Housing and Urban Development:,,170.0
4348,2020,2020,43669275.0,Housing Certificate Fund,3,120198032.0,Department of Housing and Urban Development:,,170.0
4349,2020,2020,43669275.0,Public Housing Capital Fund,3,2219699712.0,Department of Housing and Urban Development:,,170.0
4350,2020,2020,43669275.0,Public Housing Operating Fund,3,4579217408.0,Department of Housing and Urban Development:,,170.0
4351,2020,2020,43669275.0,Revitalization of Severely Distressed Public Housing (Hope VI),3,3137215.0,Department of Housing and Urban Development:,,170.0
4352,2020,2020,43669275.0,Native American Housing Block Grant,3,627053248.0,Department of Housing and Urban Development:,,170.0
4353,2020,2020,43669275.0,Other,3,207124528.0,Department of Housing and Urban Development:,,170.0
4354,2020,2020,43669275.0,Total--Public and Indian Housing Programs,3,32388395008.0,Department of Housing and Urban Development:,,170.0
4355,2020,2020,43669273.0,Community Planning and Development:,2,,Department of Housing and Urban Development:,,170.0
4356,2020,2020,43669295.0,Housing Opportunities for Persons with AIDS,3,316685440.0,Department of Housing and Urban Development:,,170.0
4357,2020,2020,43669295.0,Community Development Fund,3,5235279360.0,Department of Housing and Urban Development:,,170.0
4358,2020,2020,43669295.0,Home Investment Partnership Program,3,826860032.0,Department of Housing and Urban Development:,,170.0
4359,2020,2020,43669295.0,Neighborhood Stabilization Program,3,18534946.0,Department of Housing and Urban Development:,,170.0
4360,2020,2020,43669295.0,Homeless Assistance Grants,3,2212130304.0,Department of Housing and Urban Development:,,170.0
4361,2020,2020,43669295.0,Other,3,214116960.0,Department of Housing and Urban Development:,,170.0
4362,2020,2020,43669295.0,Total--Community Planning and Development,3,8823606272.0,Department of Housing and Urban Development:,,170.0
4363,2020,2020,43669273.0,Housing Programs:,2,,Department of Housing and Urban Development:,,170.0
4364,2020,2020,43669311.0,Credit Accounts:,3,,Department of Housing and Urban Development:,,170.0
4365,2020,2020,43669313.0,"FHA-Mutual Mortgage Insurance Fund, Program Account",4,1330963072.0,Department of Housing and Urban Development:,,170.0
4366,2020,2020,43669313.0,FHA-Mutual Mortgage Insurance Capital Reserve Account,4,-19067564032.0,Department of Housing and Urban Development:,,170.0
4367,2020,2020,43669313.0,"FHA-Mutual Mortgage and Cooperative Housing Insurance Fund, Liquidating Account",4,12069010.0,Department of Housing and Urban Development:,,170.0
4368,2020,2020,43669313.0,"FHA-General and Special Risk Fund, Program Account",4,792355392.0,Department of Housing and Urban Development:,,170.0
4369,2020,2020,43669313.0,"FHA-General and Special Risk Fund, Liquidating Account",4,125687968.0,Department of Housing and Urban Development:,,170.0
4370,2020,2020,43669313.0,"Housing for the Elderly or Handicapped Fund, Liquidating Account",4,-88559656.0,Department of Housing and Urban Development:,,170.0
4371,2020,2020,43669311.0,HUD Project-Based Rental Assistance,3,12904633344.0,Department of Housing and Urban Development:,,170.0
4372,2020,2020,43669311.0,Housing for the Elderly,3,757870592.0,Department of Housing and Urban Development:,,170.0
4373,2020,2020,43669311.0,Housing for Persons with Disabilities,3,200028304.0,Department of Housing and Urban Development:,,170.0
4374,2020,2020,43669311.0,Other Assisted Housing Programs,3,64328604.0,Department of Housing and Urban Development:,,170.0
4375,2020,2020,43669311.0,Other,3,64370792.0,Department of Housing and Urban Development:,,170.0
4376,2020,2020,43669311.0,Total--Housing Programs,3,-2903815936.0,Department of Housing and Urban Development:,,170.0
4377,2020,2020,43669273.0,Government National Mortgage Association:,2,,Department of Housing and Urban Development:,,170.0
4378,2020,2020,43669341.0,Guarantees of Mortgage-Backed Securities,3,-1954466560.0,Department of Housing and Urban Development:,,170.0
4379,2020,2020,43669273.0,Management and Administration,2,1797555968.0,Department of Housing and Urban Development:,,170.0
4380,2020,2020,43669273.0,Other,2,213668064.0,Department of Housing and Urban Development:,,170.0
4381,2020,2020,43669273.0,Proprietary Receipts from the Public:,2,,Department of Housing and Urban Development:,,170.0
4382,2020,2020,43669355.0,FHA-General and Special Risk Fund,3,,Department of Housing and Urban Development:,,170.0
4383,2020,2020,43669355.0,Other,3,,Department of Housing and Urban Development:,,170.0
4384,2020,2020,43669273.0,Intrabudgetary Transactions,2,-6038290.0,Department of Housing and Urban Development:,,170.0
4385,2020,2020,43669273.0,Offsetting Governmental Receipts,2,,Department of Housing and Urban Development:,,170.0
4386,2020,2020,43669273.0,Total--Department of Housing and Urban Development,2,38358904832.0,Department of Housing and Urban Development:,,170.0
4387,2020,2020,,Department of the Interior:,1,,Department of the Interior:,171.0,0.0
4388,2020,2020,43669383.0,Land and Minerals Management:,2,,Department of the Interior:,,171.0
4389,2020,2020,43669387.0,Bureau of Land Management:,3,,Department of the Interior:,,171.0
4390,2020,2020,43669391.0,Management of Lands and Resources,4,1168882560.0,Department of the Interior:,,171.0
4391,2020,2020,43669391.0,Other,4,345531200.0,Department of the Interior:,,171.0
4392,2020,2020,43669387.0,Bureau of Ocean Energy Management,3,124695480.0,Department of the Interior:,,171.0
4393,2020,2020,43669387.0,Office of Surface Mining Reclamation and Enforcement,3,2351962112.0,Department of the Interior:,,171.0
4394,2020,2020,43669387.0,Total--Land and Minerals Management,3,3991071232.0,Department of the Interior:,,171.0
4395,2020,2020,43669383.0,Water and Science:,2,,Department of the Interior:,,171.0
4396,2020,2020,43669415.0,Bureau of Reclamation:,3,,Department of the Interior:,,171.0
4397,2020,2020,43669419.0,Water and Related Resources,4,1127545344.0,Department of the Interior:,,171.0
4398,2020,2020,43669419.0,Other,4,612474240.0,Department of the Interior:,,171.0
4399,2020,2020,43669415.0,Central Utah Project,3,33991896.0,Department of the Interior:,,171.0
4400,2020,2020,43669415.0,United States Geological Survey,3,1156289408.0,Department of the Interior:,,171.0
4401,2020,2020,43669415.0,Total--Water and Science,3,2930300928.0,Department of the Interior:,,171.0
4402,2020,2020,43669383.0,Fish and Wildlife and Parks:,2,,Department of the Interior:,,171.0
4403,2020,2020,43669443.0,United States Fish and Wildlife Service,3,2942314240.0,Department of the Interior:,,171.0
4404,2020,2020,43669443.0,National Park Service,3,3436034560.0,Department of the Interior:,,171.0
4405,2020,2020,43669443.0,Total--Fish and Wildlife and Parks,3,6378349056.0,Department of the Interior:,,171.0
4406,2020,2020,43669383.0,Indian Affairs:,2,,Department of the Interior:,,171.0
4407,2020,2020,43669458.0,Bureau of Indian Affairs and Bureau of Indian Education,3,3073590272.0,Department of the Interior:,,171.0
4408,2020,2020,43669458.0,Total--Indian Affairs,3,3073590272.0,Department of the Interior:,,171.0
4409,2020,2020,43669383.0,Departmental Offices:,2,,Department of the Interior:,,171.0
4410,2020,2020,43669469.0,Mineral Leasing and Associated Payments,3,1398723968.0,Department of the Interior:,,171.0
4411,2020,2020,43669469.0,Other,3,576343872.0,Department of the Interior:,,171.0
4412,2020,2020,43669469.0,Insular Affairs,3,668070592.0,Department of the Interior:,,171.0
4413,2020,2020,43669469.0,Office of the Special Trustee for American Indians,3,106148672.0,Department of the Interior:,,171.0
4414,2020,2020,43669469.0,Department-Wide Programs,3,1887246976.0,Department of the Interior:,,171.0
4415,2020,2020,43669469.0,Total--Departmental Offices,3,4636534272.0,Department of the Interior:,,171.0
4416,2020,2020,43669383.0,Other,2,1438893568.0,Department of the Interior:,,171.0
4417,2020,2020,43669383.0,Proprietary Receipts from the Public,2,,Department of the Interior:,,171.0
4418,2020,2020,43669383.0,Intrabudgetary Transactions,2,-233765376.0,Department of the Interior:,,171.0
4419,2020,2020,43669383.0,Total--Department of the Interior,2,22214973440.0,Department of the Interior:,,171.0
4420,2020,2020,,Department of Justice:,1,,Department of Justice:,172.0,0.0
4421,2020,2020,43669511.0,General Administration,2,713905536.0,Department of Justice:,,172.0
4422,2020,2020,43669511.0,Legal Activities and U.S. Marshals:,2,,Department of Justice:,,172.0
4423,2020,2020,43669517.0,General Legal Activities,3,3478577664.0,Department of Justice:,,172.0
4424,2020,2020,43669517.0,United States Attorneys,3,2231522048.0,Department of Justice:,,172.0
4425,2020,2020,43669517.0,United States Marshals Service,3,1434637056.0,Department of Justice:,,172.0
4426,2020,2020,43669517.0,Assets Forfeiture Fund,3,2364052480.0,Department of Justice:,,172.0
4427,2020,2020,43669517.0,Other,3,2454705920.0,Department of Justice:,,172.0
4428,2020,2020,43669511.0,Federal Bureau of Investigation,2,9822565376.0,Department of Justice:,,172.0
4429,2020,2020,43669511.0,Drug Enforcement Administration,2,2812491008.0,Department of Justice:,,172.0
4430,2020,2020,43669511.0,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",2,1352272896.0,Department of Justice:,,172.0
4431,2020,2020,43669511.0,Federal Prison System,2,8090087936.0,Department of Justice:,,172.0
4432,2020,2020,43669511.0,Office of Justice Programs:,2,,Department of Justice:,,172.0
4433,2020,2020,43669557.0,State and Local Law Enforcement Assistance,3,1806279552.0,Department of Justice:,,172.0
4434,2020,2020,43669557.0,Community Oriented Policing Services,3,150169664.0,Department of Justice:,,172.0
4435,2020,2020,43669557.0,Crime Victims Fund,3,2724643328.0,Department of Justice:,,172.0
4436,2020,2020,43669557.0,Other,3,942870912.0,Department of Justice:,,172.0
4437,2020,2020,43669511.0,Other,2,819225472.0,Department of Justice:,,172.0
4438,2020,2020,43669511.0,Proprietary Receipts from the Public,2,,Department of Justice:,,172.0
4439,2020,2020,43669511.0,Intrabudgetary Transactions,2,700033408.0,Department of Justice:,,172.0
4440,2020,2020,43669511.0,Offsetting Governmental Receipts,2,,Department of Justice:,,172.0
4441,2020,2020,43669511.0,Total--Department of Justice,2,41898041344.0,Department of Justice:,,172.0
4442,2020,2020,,Department of Labor:,1,,Department of Labor:,173.0,0.0
4443,2020,2020,43669597.0,Employment and Training Administration:,2,,Department of Labor:,,173.0
4444,2020,2020,43669601.0,Training and Employment Services,3,3279212800.0,Department of Labor:,,173.0
4445,2020,2020,43669601.0,Office of Job Corps,3,1578676992.0,Department of Labor:,,173.0
4446,2020,2020,43669601.0,Community Service Employment for Older Americans,3,395595072.0,Department of Labor:,,173.0
4447,2020,2020,43669601.0,Federal Unemployment Benefits and Allowances,3,286098336.0,Department of Labor:,,173.0
4448,2020,2020,43669601.0,Federal Additional Unemployment Compensation Program-Recovery Act,3,275021201408.0,Department of Labor:,,173.0
4449,2020,2020,43669601.0,State Unemployment Insurance and Employment Service Operations,3,60266544.0,Department of Labor:,,173.0
4450,2020,2020,43669601.0,Payments to the Unemployment Trust Fund,3,84630618112.0,Department of Labor:,,173.0
4451,2020,2020,43669601.0,Program Administration,3,119587536.0,Department of Labor:,,173.0
4452,2020,2020,43669601.0,Unemployment Trust Fund:,3,,Department of Labor:,,173.0
4453,2020,2020,43669641.0,Federal-State Unemployment Insurance:,4,,Department of Labor:,,173.0
4454,2020,2020,43669645.0,State Unemployment Benefits,5,195976511488.0,Department of Labor:,,173.0
4455,2020,2020,43669641.0,State Administrative Expenses,4,4125424640.0,Department of Labor:,,173.0
4456,2020,2020,43669641.0,Federal Administrative Expenses,4,464096832.0,Department of Labor:,,173.0
4457,2020,2020,43669641.0,Other,4,194874032.0,Department of Labor:,,173.0
4458,2020,2020,43669641.0,Total--Unemployment Trust Fund,4,200760901632.0,Department of Labor:,,173.0
4459,2020,2020,43669601.0,Other,3,20119872.0,Department of Labor:,,173.0
4460,2020,2020,43669601.0,Total--Employment and Training Administration,3,566152265728.0,Department of Labor:,,173.0
4461,2020,2020,43669597.0,Pension Benefit Guaranty Corporation,2,6534602240.0,Department of Labor:,,173.0
4462,2020,2020,43669597.0,Office of Workers' Compensation Programs:,2,,Department of Labor:,,173.0
4463,2020,2020,43669687.0,Special Benefits,3,195344960.0,Department of Labor:,,173.0
4464,2020,2020,43669687.0,Energy Employees Occupational Illness Compensation Fund,3,1579005184.0,Department of Labor:,,173.0
4465,2020,2020,43669687.0,Special Benefits for Disabled Coal Miners,3,63246460.0,Department of Labor:,,173.0
4466,2020,2020,43669687.0,Black Lung Disability Trust Fund,3,317633088.0,Department of Labor:,,173.0
4467,2020,2020,43669687.0,Other,3,353930624.0,Department of Labor:,,173.0
4468,2020,2020,43669597.0,Wage and Hour Division,2,283116768.0,Department of Labor:,,173.0
4469,2020,2020,43669597.0,Occupational Safety and Health Administration,2,569848832.0,Department of Labor:,,173.0
4470,2020,2020,43669597.0,Mine Safety and Health Administration,2,368086944.0,Department of Labor:,,173.0
4471,2020,2020,43669597.0,Bureau of Labor Statistics,2,557239616.0,Department of Labor:,,173.0
4472,2020,2020,43669597.0,Departmental Management,2,515734624.0,Department of Labor:,,173.0
4473,2020,2020,43669597.0,Other,2,335779136.0,Department of Labor:,,173.0
4474,2020,2020,43669597.0,Proprietary Receipts from the Public,2,,Department of Labor:,,173.0
4475,2020,2020,43669597.0,Intrabudgetary Transactions,2,-84797997056.0,Department of Labor:,,173.0
4476,2020,2020,43669597.0,Total--Department of Labor,2,493027852288.0,Department of Labor:,,173.0
4477,2020,2020,,Department of State:,1,,Department of State:,174.0,0.0
4478,2020,2020,43669719.0,Administration of Foreign Affairs:,2,,Department of State:,,174.0
4479,2020,2020,43669721.0,Diplomatic and Consular Programs,3,9094407168.0,Department of State:,,174.0
4480,2020,2020,43669721.0,Educational and Cultural Exchange Programs,3,598336000.0,Department of State:,,174.0
4481,2020,2020,43669721.0,"Embassy Security, Construction, and Maintenance",3,1688280320.0,Department of State:,,174.0
4482,2020,2020,43669721.0,Payment to Foreign Service Retirement and Disability Fund,3,721900032.0,Department of State:,,174.0
4483,2020,2020,43669721.0,Foreign Service Retirement and Disability Fund,3,1007227712.0,Department of State:,,174.0
4484,2020,2020,43669721.0,Other,3,3555636736.0,Department of State:,,174.0
4485,2020,2020,43669721.0,Total--Administration of Foreign Affairs,3,16665787392.0,Department of State:,,174.0
4486,2020,2020,43669719.0,International Organizations and Conferences,2,4229987072.0,Department of State:,,174.0
4487,2020,2020,43669719.0,Global Health and Child Survival,2,9670347776.0,Department of State:,,174.0
4488,2020,2020,43669719.0,Migration and Refugee Assistance,2,3410425600.0,Department of State:,,174.0
4489,2020,2020,43669719.0,International Narcotics Control and Law Enforcement,2,1186655104.0,Department of State:,,174.0
4490,2020,2020,43669719.0,Andean Counterdrug Programs,2,13240.23046875,Department of State:,,174.0
4491,2020,2020,43669719.0,Other,2,539757376.0,Department of State:,,174.0
4492,2020,2020,43669719.0,Proprietary Receipts from the Public,2,,Department of State:,,174.0
4493,2020,2020,43669719.0,Intrabudgetary Transactions,2,-783900544.0,Department of State:,,174.0
4494,2020,2020,43669719.0,Total--Department of State,2,34919071744.0,Department of State:,,174.0
4495,2020,2020,,Department of Transportation:,1,,Department of Transportation:,175.0,0.0
4496,2020,2020,43669755.0,Office of the Secretary,2,1130345600.0,Department of Transportation:,,175.0
4497,2020,2020,43669755.0,Federal Aviation Administration:,2,,Department of Transportation:,,175.0
4498,2020,2020,43669761.0,Operations,3,161828304.0,Department of Transportation:,,175.0
4499,2020,2020,43669761.0,Airport and Airway Trust Fund:,3,,Department of Transportation:,,175.0
4500,2020,2020,43669765.0,Grants-In-Aid for Airports,4,6496533504.0,Department of Transportation:,,175.0
4501,2020,2020,43669765.0,Facilities and Equipment,4,2807920640.0,Department of Transportation:,,175.0
4502,2020,2020,43669765.0,"Research, Engineering, and Development",4,153017936.0,Department of Transportation:,,175.0
4503,2020,2020,43669765.0,Trust Fund Share of FAA Operations,4,10362900480.0,Department of Transportation:,,175.0
4504,2020,2020,43669765.0,Total--Airport and Airway Trust Fund,4,19820371968.0,Department of Transportation:,,175.0
4505,2020,2020,43669761.0,Other,3,10411610112.0,Department of Transportation:,,175.0
4506,2020,2020,43669761.0,Total--Federal Aviation Administration,3,30393810944.0,Department of Transportation:,,175.0
4507,2020,2020,43669755.0,Federal Highway Administration:,2,,Department of Transportation:,,175.0
4508,2020,2020,43669781.0,Highway Trust Fund:,3,,Department of Transportation:,,175.0
4509,2020,2020,43669783.0,Federal-Aid Highways,4,46719496192.0,Department of Transportation:,,175.0
4510,2020,2020,43669783.0,Other,4,3665484.0,Department of Transportation:,,175.0
4511,2020,2020,43669781.0,Other Programs,3,2019263488.0,Department of Transportation:,,175.0
4512,2020,2020,43669781.0,Total--Federal Highway Administration,3,48742424576.0,Department of Transportation:,,175.0
4513,2020,2020,43669755.0,Federal Motor Carrier Safety Administration,2,617984512.0,Department of Transportation:,,175.0
4514,2020,2020,43669755.0,National Highway Traffic Safety Administration,2,969808960.0,Department of Transportation:,,175.0
4515,2020,2020,43669755.0,Federal Railroad Administration:,2,,Department of Transportation:,,175.0
